Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Frequency Score,Subscription Score,Previous Purchases_N,Frequency Score_N,Review Rating_N,Loyalty Score V1,Loyalty Band,Promo Dependency Score,Promo Dependency Level,Customer Value Score,Value Tier,Customer Segment
864,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly,4.0,1,0.836734693877551,0.75,0.56,0.7466938775510205,Very High,1,High,1722,Gold,Bargain Hunter
865,51,Male,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5,PayPal,Annually,1.0,1,0.08163265306122448,0.0,0.56,0.14465306122448982,Low,1,High,295,Bronze,Bargain Hunter
866,64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually,1.0,1,0.44897959183673464,0.0,0.9199999999999999,0.36359183673469386,Medium,1,High,598,Bronze,Bargain Hunter
867,67,Male,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly,,1,0.2040816326530612,,0.08000000000000007,,,1,High,759,Silver,Bargain Hunter
868,37,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly,4.0,1,0.44897959183673464,0.75,0.2400000000000002,0.5275918367346939,High,1,High,460,Bronze,Bargain Hunter
869,40,Male,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months,,1,0.02040816326530612,,0.28000000000000025,,,1,High,166,Bronze,Bargain Hunter
870,38,Male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Weekly,5.0,1,0.6530612244897959,1.0,0.08000000000000007,0.6772244897959183,Very High,1,High,1782,Gold,Bargain Hunter
871,66,Male,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly,,1,0.10204081632653061,,0.0,,,1,High,396,Bronze,Bargain Hunter
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45,Debit Card,Quarterly,2.0,1,0.8979591836734693,0.25,0.040000000000000036,0.4671836734693877,Medium,1,High,1890,Gold,Bargain Hunter
873,56,Male,Jeans,Clothing,33,North Dakota,M,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Cash,Quarterly,2.0,1,0.4897959183673469,0.25,0.15999999999999992,0.32791836734693874,Low,1,High,825,Silver,Bargain Hunter
874,51,Male,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,24,Venmo,Quarterly,2.0,1,0.4693877551020408,0.25,0.6800000000000002,0.42375510204081634,Medium,1,High,1848,Gold,Bargain Hunter
875,25,Male,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10,Venmo,Every 3 Months,,1,0.18367346938775508,,0.7600000000000002,,,1,High,650,Silver,Bargain Hunter
876,37,Male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months,,1,0.12244897959183673,,0.6399999999999999,,,1,High,273,Bronze,Bargain Hunter
877,41,Male,Belt,Accessories,51,Nebraska,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly,5.0,1,0.0,1.0,0.52,0.504,High,1,High,51,Bronze,Bargain Hunter
878,64,Male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months,,1,0.8979591836734693,,0.9600000000000002,,,1,High,2925,Platinum,VIP Loyalist
879,23,Male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,Yes,37,Debit Card,Weekly,5.0,1,0.7346938775510203,1.0,0.9600000000000002,0.8858775510204082,Very High,1,High,3293,Platinum,VIP Loyalist
880,62,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14,PayPal,Quarterly,2.0,1,0.26530612244897955,0.25,0.6399999999999999,0.3341224489795918,Low,1,High,1064,Silver,Bargain Hunter
881,39,Male,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,Yes,25,Debit Card,Monthly,3.0,1,0.4897959183673469,0.5,0.2400000000000002,0.44391836734693885,Medium,1,High,1875,Gold,Bargain Hunter
882,52,Male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18,Venmo,Annually,1.0,1,0.346938775510204,0.0,0.08000000000000007,0.15477551020408162,Low,1,High,1098,Silver,Bargain Hunter
883,50,Male,Boots,Footwear,35,Virginia,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37,Cash,Every 3 Months,,1,0.7346938775510203,,0.52,,,1,High,1295,Gold,Bargain Hunter
884,28,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly,3.0,1,0.5918367346938774,0.5,0.72,0.580734693877551,High,1,High,1110,Silver,Bargain Hunter
885,67,Male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly,5.0,1,0.673469387755102,1.0,0.6399999999999999,0.7973877551020409,Very High,1,High,3094,Platinum,VIP Loyalist
886,41,Male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49,Debit Card,Every 3 Months,,1,0.9795918367346937,,0.7600000000000002,,,1,High,4851,Platinum,VIP Loyalist
887,19,Male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,48,Bank Transfer,Monthly,3.0,1,0.9591836734693877,0.5,0.44000000000000017,0.6716734693877552,Very High,1,High,2592,Platinum,VIP Loyalist
888,70,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly,4.0,1,0.6530612244897959,0.75,0.32000000000000006,0.6252244897959185,High,1,High,1551,Gold,Bargain Hunter
889,49,Male,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,3.8,Yes,Express,Yes,Yes,44,Cash,Annually,1.0,1,0.8775510204081631,0.0,0.52,0.4550204081632653,Medium,1,High,3388,Platinum,VIP Loyalist
890,59,Male,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50,Venmo,Weekly,5.0,1,1.0,1.0,0.11999999999999988,0.8240000000000001,Very High,1,High,4200,Platinum,VIP Loyalist
891,52,Male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly,3.0,1,0.9387755102040816,0.5,0.72,0.7195102040816327,Very High,1,High,2397,Platinum,VIP Loyalist
892,20,Male,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months,,1,0.4693877551020408,,0.56,,,1,High,624,Silver,Bargain Hunter
893,31,Male,Shorts,Clothing,64,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43,Debit Card,Monthly,3.0,1,0.8571428571428571,0.5,0.08000000000000007,0.5588571428571429,High,1,High,2752,Platinum,VIP Loyalist
894,33,Male,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,Yes,14,Venmo,Monthly,3.0,1,0.26530612244897955,0.5,0.8800000000000001,0.4821224489795919,Medium,1,High,714,Silver,Bargain Hunter
895,44,Male,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,Yes,3,Debit Card,Quarterly,2.0,1,0.04081632653061225,0.25,0.52,0.22032653061224491,Low,1,High,180,Bronze,Bargain Hunter
896,40,Male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,Quarterly,2.0,1,0.6530612244897959,0.25,0.8800000000000001,0.5372244897959184,High,1,High,2277,Platinum,VIP Loyalist
897,69,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38,Cash,Fortnightly,4.0,1,0.7551020408163265,0.75,0.8800000000000001,0.7780408163265308,Very High,1,High,1102,Silver,Bargain Hunter
898,29,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,Yes,46,Venmo,Weekly,5.0,1,0.9183673469387754,1.0,0.3600000000000001,0.8393469387755103,Very High,1,High,4186,Platinum,VIP Loyalist
899,54,Male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,19,Bank Transfer,Every 3 Months,,1,0.36734693877551017,,0.40000000000000013,,,1,High,1330,Gold,Bargain Hunter
900,65,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4.0,Yes,Standard,Yes,Yes,20,PayPal,Annually,1.0,1,0.38775510204081626,0.0,0.6000000000000001,0.2751020408163265,Low,1,High,1160,Silver,Bargain Hunter
901,54,Male,Hat,Accessories,98,West Virginia,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly,2.0,1,0.836734693877551,0.25,0.32000000000000006,0.4986938775510204,Medium,1,High,4116,Platinum,VIP Loyalist
902,60,Male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34,Cash,Monthly,3.0,1,0.673469387755102,0.5,0.8800000000000001,0.6453877551020408,Very High,1,High,2312,Platinum,VIP Loyalist
903,43,Male,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Monthly,3.0,1,0.08163265306122448,0.5,0.11999999999999988,0.2566530612244898,Low,1,High,220,Bronze,Bargain Hunter
904,44,Male,Jacket,Outerwear,45,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,Yes,3,PayPal,Quarterly,2.0,1,0.04081632653061225,0.25,0.32000000000000006,0.1803265306122449,Low,1,High,135,Bronze,Bargain Hunter
905,69,Male,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months,,1,0.9183673469387754,,0.15999999999999992,,,1,High,4554,Platinum,VIP Loyalist
906,46,Male,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16,Venmo,Annually,1.0,1,0.3061224489795918,0.0,0.11999999999999988,0.1464489795918367,Low,1,High,1088,Silver,Bargain Hunter
907,41,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21,Debit Card,Bi-Weekly,,1,0.4081632653061224,,0.6800000000000002,,,1,High,1176,Silver,Bargain Hunter
908,32,Male,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,Yes,Express,Yes,Yes,34,Credit Card,Bi-Weekly,,1,0.673469387755102,,0.7600000000000002,,,1,High,1462,Gold,Bargain Hunter
909,26,Male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months,,1,0.16326530612244897,,0.44000000000000017,,,1,High,891,Silver,Bargain Hunter
910,61,Male,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36,PayPal,Weekly,5.0,1,0.7142857142857142,1.0,0.08000000000000007,0.7017142857142857,Very High,1,High,2016,Gold,Bargain Hunter
911,49,Male,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,Yes,22,Credit Card,Monthly,3.0,1,0.4285714285714285,0.5,0.3600000000000001,0.44342857142857145,Medium,1,High,550,Bronze,Bargain Hunter
912,53,Male,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Quarterly,2.0,1,0.02040816326530612,0.25,0.11999999999999988,0.13216326530612243,Low,1,High,148,Bronze,Bargain Hunter
913,24,Male,Hoodie,Clothing,56,Arkansas,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly,3.0,1,0.6326530612244897,0.5,0.3600000000000001,0.525061224489796,High,1,High,1792,Gold,Bargain Hunter
914,37,Male,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29,Cash,Every 3 Months,,1,0.5714285714285714,,0.040000000000000036,,,1,High,1363,Gold,Bargain Hunter
915,43,Male,Dress,Clothing,67,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27,Venmo,Every 3 Months,,1,0.5306122448979591,,0.6399999999999999,,,1,High,1809,Gold,Bargain Hunter
916,31,Male,Dress,Clothing,22,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly,4.0,1,0.6530612244897959,0.75,0.15999999999999992,0.5932244897959185,High,1,High,726,Silver,Bargain Hunter
917,49,Male,Jeans,Clothing,34,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16,Venmo,Monthly,3.0,1,0.3061224489795918,0.5,0.08000000000000007,0.33844897959183673,Low,1,High,544,Bronze,Bargain Hunter
918,69,Male,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11,Bank Transfer,Quarterly,2.0,1,0.2040816326530612,0.25,0.4800000000000002,0.27763265306122453,Low,1,High,704,Silver,Bargain Hunter
919,65,Male,Shorts,Clothing,42,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly,4.0,1,0.2040816326530612,0.75,0.72,0.5256326530612245,High,1,High,462,Bronze,Bargain Hunter
920,41,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly,,1,0.32653061224489793,,0.040000000000000036,,,1,High,1394,Gold,Bargain Hunter
921,37,Male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37,Cash,Weekly,5.0,1,0.7346938775510203,1.0,0.72,0.8378775510204082,Very High,1,High,2997,Platinum,VIP Loyalist
922,70,Male,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,Weekly,5.0,1,0.346938775510204,1.0,0.6399999999999999,0.6667755102040817,Very High,1,High,432,Bronze,Bargain Hunter
923,63,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13,Credit Card,Monthly,3.0,1,0.24489795918367344,0.5,0.6800000000000002,0.4339591836734694,Medium,1,High,780,Silver,Bargain Hunter
924,55,Male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7,PayPal,Weekly,5.0,1,0.12244897959183673,1.0,0.6800000000000002,0.5849795918367348,High,1,High,168,Bronze,Bargain Hunter
925,52,Male,Socks,Clothing,78,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,Yes,37,Cash,Quarterly,2.0,1,0.7346938775510203,0.25,0.2400000000000002,0.44187755102040815,Medium,1,High,2886,Platinum,VIP Loyalist
926,22,Male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,Monthly,3.0,1,0.14285714285714285,0.5,0.9600000000000002,0.44914285714285723,Medium,1,High,704,Silver,Bargain Hunter
927,54,Male,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,4.4,Yes,Express,Yes,Yes,11,Cash,Bi-Weekly,,1,0.2040816326530612,,0.7600000000000002,,,1,High,693,Silver,Bargain Hunter
928,28,Male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8,Venmo,Bi-Weekly,,1,0.14285714285714285,,0.7600000000000002,,,1,High,624,Silver,Bargain Hunter
929,67,Male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,Cash,Every 3 Months,,1,0.6122448979591836,,0.3600000000000001,,,1,High,1147,Silver,Bargain Hunter
930,59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Debit Card,Fortnightly,4.0,1,0.510204081632653,0.75,0.8,0.6640816326530613,Very High,1,High,2444,Platinum,VIP Loyalist
931,26,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly,,1,0.38775510204081626,,0.8,,,1,High,1560,Gold,Bargain Hunter
932,24,Male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,Yes,24,Bank Transfer,Fortnightly,4.0,1,0.4693877551020408,0.75,0.6399999999999999,0.6157551020408164,High,1,High,864,Silver,Bargain Hunter
933,62,Male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,Yes,45,Debit Card,Bi-Weekly,,1,0.8979591836734693,,0.28000000000000025,,,1,High,1080,Silver,Bargain Hunter
934,70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,Debit Card,Monthly,3.0,1,0.6530612244897959,0.5,0.08000000000000007,0.47722448979591836,Medium,1,High,2772,Platinum,VIP Loyalist
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,Monthly,3.0,1,0.4081632653061224,0.5,0.4800000000000002,0.45926530612244904,Medium,1,High,987,Silver,Bargain Hunter
936,58,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly,4.0,1,0.02040816326530612,0.75,0.040000000000000036,0.3161632653061225,Low,1,High,102,Bronze,Bargain Hunter
937,31,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly,5.0,1,0.5510204081632653,1.0,0.08000000000000007,0.6364081632653061,Very High,1,High,2352,Platinum,VIP Loyalist
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18,Venmo,Quarterly,2.0,1,0.346938775510204,0.25,0.08000000000000007,0.2547755102040816,Low,1,High,432,Bronze,Bargain Hunter
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly,4.0,1,0.4081632653061224,0.75,0.9199999999999999,0.6472653061224489,Very High,1,High,2037,Gold,Bargain Hunter
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,Monthly,3.0,1,0.4693877551020408,0.5,0.9199999999999999,0.5717551020408163,High,1,High,2136,Gold,Bargain Hunter
941,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months,,1,0.28571428571428564,,0.040000000000000036,,,1,High,660,Silver,Bargain Hunter
942,39,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months,,1,0.7551020408163265,,0.8,,,1,High,1330,Gold,Bargain Hunter
943,26,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,Bi-Weekly,,1,0.7551020408163265,,0.28000000000000025,,,1,High,3458,Platinum,VIP Loyalist
944,32,Male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,Yes,13,Venmo,Fortnightly,4.0,1,0.24489795918367344,0.75,0.52,0.5019591836734695,High,1,High,819,Silver,Bargain Hunter
945,54,Male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,Yes,39,Cash,Bi-Weekly,,1,0.7755102040816325,,0.9199999999999999,,,1,High,3783,Platinum,VIP Loyalist
946,38,Male,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months,,1,0.14285714285714285,,0.6399999999999999,,,1,High,304,Bronze,Bargain Hunter
947,46,Male,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly,2.0,1,0.061224489795918366,0.25,0.11999999999999988,0.14848979591836733,Low,1,High,96,Bronze,Bargain Hunter
948,57,Male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Cash,Every 3 Months,,1,0.10204081632653061,,0.56,,,1,High,192,Bronze,Bargain Hunter
949,49,Male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,Yes,11,Venmo,Every 3 Months,,1,0.2040816326530612,,0.9600000000000002,,,1,High,990,Silver,Bargain Hunter
950,33,Male,Jeans,Clothing,36,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,Yes,49,Venmo,Monthly,3.0,1,0.9795918367346937,0.5,0.3600000000000001,0.6638367346938776,Very High,1,High,1764,Gold,Bargain Hunter
951,54,Male,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,Yes,30,PayPal,Quarterly,2.0,1,0.5918367346938774,0.25,0.6399999999999999,0.46473469387755095,Medium,1,High,1110,Silver,Bargain Hunter
952,47,Male,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Monthly,3.0,1,0.673469387755102,0.5,0.15999999999999992,0.5013877551020408,High,1,High,1734,Gold,Bargain Hunter
953,36,Male,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Monthly,3.0,1,0.5510204081632653,0.5,0.2400000000000002,0.46840816326530615,Medium,1,High,1988,Gold,Bargain Hunter
954,68,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly,2.0,1,0.7142857142857142,0.25,0.44000000000000017,0.4737142857142857,Medium,1,High,1800,Gold,Bargain Hunter
955,60,Male,Hat,Accessories,74,Louisiana,S,Turquoise,Fall,3.5,Yes,Standard,Yes,Yes,18,Credit Card,Every 3 Months,,1,0.346938775510204,,0.40000000000000013,,,1,High,1332,Gold,Bargain Hunter
956,55,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,Yes,4,PayPal,Monthly,3.0,1,0.061224489795918366,0.5,0.3600000000000001,0.2964897959183674,Low,1,High,300,Bronze,Bargain Hunter
957,29,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly,2.0,1,0.836734693877551,0.25,0.15999999999999992,0.4666938775510204,Medium,1,High,4158,Platinum,VIP Loyalist
958,38,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly,2.0,1,0.2040816326530612,0.25,0.8800000000000001,0.35763265306122455,Medium,1,High,253,Bronze,Bargain Hunter
959,70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly,,1,0.6122448979591836,,0.7600000000000002,,,1,High,1643,Gold,Bargain Hunter
960,36,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,Yes,Standard,Yes,Yes,12,Cash,Fortnightly,4.0,1,0.22448979591836735,0.75,0.040000000000000036,0.397795918367347,Medium,1,High,1188,Silver,Bargain Hunter
961,18,Male,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,Yes,Standard,Yes,Yes,20,Venmo,Quarterly,2.0,1,0.38775510204081626,0.25,0.7600000000000002,0.4071020408163265,Medium,1,High,960,Silver,Bargain Hunter
962,62,Male,Boots,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,2.0,1,0.7346938775510203,0.25,0.4800000000000002,0.48987755102040814,Medium,1,High,2664,Platinum,VIP Loyalist
963,29,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,Yes,26,Debit Card,Fortnightly,4.0,1,0.510204081632653,0.75,0.7600000000000002,0.6560816326530613,Very High,1,High,1664,Gold,Bargain Hunter
964,21,Male,Boots,Footwear,63,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly,5.0,1,0.26530612244897955,1.0,0.0,0.5061224489795919,High,1,High,882,Silver,Bargain Hunter
965,42,Male,Sandals,Footwear,51,Arizona,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly,,1,0.22448979591836735,,0.040000000000000036,,,1,High,612,Bronze,Bargain Hunter
966,43,Male,Boots,Footwear,55,Delaware,L,Black,Spring,5.0,Yes,Store Pickup,Yes,Yes,10,Credit Card,Annually,1.0,1,0.18367346938775508,0.0,1.0,0.27346938775510204,Low,1,High,550,Bronze,Bargain Hunter
967,58,Male,Dress,Clothing,55,Kentucky,M,Brown,Spring,4.9,Yes,Express,Yes,Yes,19,Cash,Annually,1.0,1,0.36734693877551017,0.0,0.9600000000000002,0.3389387755102041,Low,1,High,1045,Silver,Bargain Hunter
968,27,Male,Hoodie,Clothing,26,Georgia,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,Yes,4,Cash,Weekly,5.0,1,0.061224489795918366,1.0,0.4800000000000002,0.5204897959183674,High,1,High,104,Bronze,Bargain Hunter
969,57,Male,Shorts,Clothing,67,North Carolina,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly,2.0,1,0.9591836734693877,0.25,0.2400000000000002,0.5316734693877552,High,1,High,3216,Platinum,VIP Loyalist
970,40,Male,Coat,Outerwear,31,California,S,Pink,Fall,3.2,Yes,Express,Yes,Yes,37,PayPal,Monthly,3.0,1,0.7346938775510203,0.5,0.28000000000000025,0.5498775510204081,High,1,High,1147,Silver,Bargain Hunter
971,45,Male,Jeans,Clothing,66,California,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,Yes,4,Cash,Monthly,3.0,1,0.061224489795918366,0.5,0.7600000000000002,0.3764897959183674,Medium,1,High,264,Bronze,Bargain Hunter
972,47,Male,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,Yes,15,Credit Card,Weekly,5.0,1,0.28571428571428564,1.0,0.72,0.6582857142857143,Very High,1,High,1005,Silver,Bargain Hunter
973,61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3.0,Yes,Standard,Yes,Yes,33,Credit Card,Weekly,5.0,1,0.6530612244897959,1.0,0.20000000000000018,0.7012244897959183,Very High,1,High,2013,Gold,Bargain Hunter
